,popularity,director,vote_average,release_year,budget_adj,revenue_adj,net_profit
4399,1.690572,Juan Diego Solanas,6.1,2012,56984656.8811347,7699078.27317494,-49285578.607959755
2214,0.757081999999999,Tim Van Patten,7.8,2010,120000000.0,0.0,-120000000.0
3547,0.626306,Madonna,5.8,2011,14540970.638872,841863.066710095,-13699107.572161904
4787,0.042077,Alain Resnais,6.9,2012,0.0,0.0,0.0
3716,0.285109,Jonah Loop,5.0,2011,9693980.42591472,0.0,-9693980.42591472
4000,0.678896,Donovan Cook,6.2,2002,24245227.8724109,133182287.988211,108937060.11580011
7056,0.763058,Donovan Cook,6.3,2004,0.0,0.0,0.0
2477,0.617279,GaÃ«tan Brizzi,6.9,1999,104724227.727545,118959614.541535,14235386.813990012
2936,1.121487,Peter Segal,5.9,2008,81022930.7047334,233635143.412612,152612212.7078786
4183,2.126863,Peter Segal,6.1,1994,44133346.8479448,75221756.0923511,31088409.24440629
4985,1.412354,Peter Segal,5.9,2003,88901448.3586895,232027828.998182,143126380.6394925
5538,0.983805,Peter Segal,6.0,2013,37441334.1096169,42034693.1401859,4593359.030569002
6306,0.636922,Peter Segal,6.2,2005,91558189.7516685,212504959.494991,120946769.7433225
6972,2.668692,Peter Segal,6.5,2004,86583404.9859111,226828759.266733,140245354.2808219
8155,0.485393,Peter Segal,6.8,1995,0.0,46719169.3180097,46719169.3180097
8596,0.3383,Peter Segal,6.9,1996,0.0,0.0,0.0
8760,1.616724,Peter Segal,4.8,2000,106368537.604823,156143878.389357,49775340.78453401
5584,0.752327,Jim Rash,7.1,2013,4305753.42260595,21714712.0106183,17408958.58801235
821,0.722464999999999,Gerard Johnstone,6.4,2014,0.0,0.0,0.0
3526,0.734516,Michael Dowse,6.3,2011,18418562.8092379,6716055.55814061,-11702507.251097292
4485,0.758614,Michael Dowse,6.3,2012,0.0,6158106.77974955,6158106.77974955
5497,1.316881,Michael Dowse,6.7,2013,10296366.8801446,7345053.71895411,-2951313.1611904902
7118,0.429419,Michael Dowse,6.8,2004,2308890.79962429,139249.204125341,-2169641.595498949
6540,0.073715,Robert Greenwald,6.9,2005,0.0,0.0,0.0
7370,0.130304,Robert Greenwald,5.3,1980,52920735.0584258,59460666.2667623,6539931.208336502
109,1.449072,Scott Mann,5.4,2015,8187996.39728158,46125.0997049561,-8141871.297576624
1505,0.720352,Scott Mann,5.7,2009,8131203.47299962,0.0,-8131203.47299962
3093,0.412295,Courtney Hunt,6.9,2008,0.0,0.0,0.0
2297,0.195641,Olivier Abbou,5.9,2010,0.0,0.0,0.0
9868,0.232756,Bernhard Wicki,6.9,1962,72084488.7876181,0.0,-72084488.7876181
9622,0.614942,Michael Gornick,5.8,1987,6716781.53322628,26867126.1329051,20150344.59967882
1136,0.131462,Richard Bates Jr.,5.1,2014,0.0,0.0,0.0
4588,0.440489,Richard Bates Jr.,5.9,2012,0.0,0.0,0.0
2067,0.649289999999999,Jorma Taccone,5.2,2010,10000000.0,6110000.0,-3890000.0
1873,0.091154,Matt Lang,6.9,2009,0.0,0.0,0.0
1918,0.001423,Stephen Cragg,4.3,2009,0.0,0.0,0.0
1192,0.266087,Rachid Bouchareb,6.1,2014,0.0,0.0,0.0
4908,0.043122,Rachid Bouchareb,6.0,2012,0.0,0.0,0.0
6861,0.20754,Rachid Bouchareb,6.7,2006,15684202.7952278,24839127.1319293,9154924.336701501
9128,0.226519,Hype Williams,7.0,1998,0.0,0.0,0.0
2364,0.111048,Joshua Grannell,5.4,2010,0.0,0.0,0.0
4009,0.585172999999999,Seth Kearsley,5.5,2002,0.0,28891984.600401,28891984.600401
2105,0.534572,John Puglisi,6.5,2010,0.0,0.0,0.0
477,0.191534,Janet Grillo,7.0,2015,0.0,0.0,0.0
2696,0.711201,Ringo Lam,4.8,2001,20935297.9837953,0.0,-20935297.9837953
5030,0.693764,Ringo Lam,5.5,2003,0.0,0.0,0.0
8327,0.294331,Ringo Lam,6.3,1992,15540242.5458895,12991202.9794996,-2549039.5663898997
8536,0.537381,Ringo Lam,5.1,1996,34755418.4740063,71877657.3124079,37122238.83840159
4717,0.257867,Dale Fabrigar,3.0,2012,0.0,0.0,0.0
2385,0.063325,Joseph Graham,4.4,2010,0.0,0.0,0.0
780,0.92537,Akiva Goldsman,5.9,2014,55265463.0462875,28369817.1357936,-26895645.9104939
3882,0.047706,Jon Erwin ,6.7,2011,0.0,5191947.59821941,5191947.59821941
2269,0.222293,Derek Frankowski,8.8,2010,0.0,0.0,0.0
2514,0.382872,Wayne Wang,5.9,1999,30108215.4716694,24418567.8150245,-5689647.656644899
3733,0.263908,Wayne Wang,4.4,2011,129904.18469747,1291462.12367967,1161557.9389822
3928,1.809883,Wayne Wang,5.7,2002,66674376.64913,187787403.53733,121113026.8882
6464,0.198611,Wayne Wang,6.1,2005,15631886.0551629,36450818.2343271,20818932.1791642
6723,0.4819,Wayne Wang,6.4,2006,48675112.1231207,41536053.4932992,-7139058.629821502
8154,0.489975,Wayne Wang,6.8,1995,10016768.0697487,11947757.6892289,1930989.6194802
10348,0.269327,Wayne Wang,6.8,1993,16604169.5786858,49602897.699296,32998728.1206102
6442,0.263334,Dominik Moll,6.3,2005,0.0,886109.092922965,886109.092922965
968,0.360727,Gillian Robespierre,6.7,2014,0.0,2877454.36224116,2877454.36224116
4478,0.799589999999999,Dan Bradley,5.3,2012,61733378.2878959,42554985.920041,-19178392.3678549
4269,0.412651,Richard Benjamin,5.5,1994,0.0,26682522.797448,26682522.797448
7924,0.504848,Richard Benjamin,5.2,1984,52476050.9798538,80496137.972552,28020086.9926982
8654,0.094017,Richard Benjamin,5.2,1996,34755418.4740063,13999482.5613297,-20755935.912676603
8959,0.085092,Richard Benjamin,6.7,1982,0.0,0.0,0.0
9495,0.480782,Richard Benjamin,5.6,1988,36877820.4618061,25545266.2338931,-11332554.227913003
10095,0.257865,Richard Benjamin,6.5,1990,51735854.749752,59111379.9521226,7375525.202370599
10349,0.268507,Richard Benjamin,5.6,1993,33208339.1573716,0.0,-33208339.1573716
10504,0.566943,Richard Benjamin,6.4,1986,19894064.1086215,109416658.294581,89522594.18595949
514,0.143042,Colin Hanks,7.0,2015,0.0,0.0,0.0
2414,2.719461,Frank Darabont,8.0,1999,78543170.7956593,372556440.140744,294013269.34508467
2735,0.472538,Frank Darabont,6.5,2001,88667144.4019567,45956129.2210332,-42711015.18092351
4178,7.192039,Frank Darabont,8.4,1994,36777789.039954,41693462.7185759,4915673.678621903
7395,2.510571,Frank Darabont,6.6,2007,18930034.4873678,60046269.2109614,41116234.7235936
10091,0.150985999999999,Frank Darabont,4.9,1990,0.0,0.0,0.0
620,0.129696,James Kondelik,5.0,2015,0.0,0.0,0.0
1072,0.634232,James Kondelik,2.4,2014,0.0,0.0,0.0
3130,0.348973,Alberto Sironi,5.2,2008,0.0,0.0,0.0
10339,0.299195,Claude Berri,6.3,1993,0.0,0.0,0.0
106,1.499614,Christopher B. Landon,6.2,2015,13799993.9280026,13671898.7043645,-128095.22363810055
2145,0.442823,Christopher B. Landon,5.5,2010,5800000.0,0.0,-5800000.0
5618,0.625753,Christopher B. Landon,5.3,2013,4680166.76370212,80838060.6137757,76157893.85007358
3001,0.66791,Yann Samuell,6.2,2008,0.0,0.0,0.0
3855,0.09734,Yann Samuell,5.7,2011,0.0,0.0,0.0
722,1.638781,Paul W.S. Anderson,5.1,2014,119741836.600289,108533660.811904,-11208175.788385004
2343,0.131526,Paul W.S. Anderson,5.8,2010,60000000.0,296221663.0,236221663.0
2907,1.583079,Paul W.S. Anderson,5.9,2008,45575398.5214125,74705690.2809348,29130291.759522296
3425,1.407986,Paul W.S. Anderson,5.5,2011,72704853.1943604,128226625.874397,55521772.68003659
3915,3.326646,Paul W.S. Anderson,6.3,2002,40004625.989478,124185363.980271,84180737.99079299
4715,0.260624,Paul W.S. Anderson,5.6,2012,61733378.2878959,228089879.050065,166356500.76216912
5243,1.949225,Paul W.S. Anderson,6.2,1997,81507619.2643258,36234540.8913537,-45273078.3729721
7006,1.348704,Paul W.S. Anderson,5.5,2004,80811177.9868504,197622423.162423,116811245.17557262
8103,0.958991,Paul W.S. Anderson,5.4,1995,25757403.6079253,174858312.815653,149100909.2077277
9092,0.577579,Paul W.S. Anderson,5.8,1998,100327160.180872,19487391.0831627,-80839769.0977093
1880,0.077477,Danny Lerner,3.5,2009,6098402.60474972,0.0,-6098402.60474972
892,0.506605,Alan Rickman,5.9,2014,0.0,0.0,0.0
10523,0.438751,Nelson Shin,7.2,1986,0.0,11352460.1497028,11352460.1497028
5206,0.102769,Tim Fywell,7.2,2003,0.0,0.0,0.0
6305,0.643145,Tim Fywell,5.8,2005,27914082.2413623,30867940.3750737,2953858.1337114014
10102,0.07364,Raymond Lee Wai-Man,6.9,1990,3451350.6062107,0.0,-3451350.6062107
293,0.42179,Terence Davies,7.1,2015,0.0,0.0,0.0
3791,0.187971,Terence Davies,5.5,2011,0.0,1092051.12993035,1092051.12993035
9531,0.287435,Terence Davies,6.8,1988,0.0,0.0,0.0
8772,0.358934,Matt Williams,6.6,2000,0.0,0.0,0.0
1082,0.230637,Peter Cornwell,4.9,2014,0.0,0.0,0.0
1502,0.729008,Peter Cornwell,6.1,2009,0.0,78799220.461523,78799220.461523
6079,0.002165,Rob Ashford,5.6,2013,0.0,0.0,0.0
4621,0.386979,Steve Barker,3.7,2012,2849232.84405673,0.0,-2849232.84405673
7687,0.24324,Steve Barker,5.6,2007,0.0,0.0,0.0
6007,0.145356,Riccardo Paoletti,4.0,2013,217159.737835778,0.0,-217159.737835778
2369,0.095444,Michael Zimbalist,7.5,2010,0.0,0.0,0.0
886,0.5252,Kelly Reichardt,5.8,2014,0.0,0.0,0.0
2317,0.170821,Kelly Reichardt,6.3,2010,0.0,876302.0,876302.0
3218,0.232479,Kelly Reichardt,6.6,2008,202557.326761833,0.0,-202557.326761833
6921,0.0845139999999999,Kelly Reichardt,6.4,2006,324500.747487471,0.0,-324500.747487471
5769,0.313754,Noboru Iguchi,4.5,2013,0.0,20274.4824203576,20274.4824203576
1851,0.11886,Bo Zenga,4.1,2009,109.771246885494,0.0,-109.771246885494
1647,0.388227,Lukas Moodysson,5.7,2009,10164004.3412495,0.0,-10164004.3412495
5774,0.311505,Lukas Moodysson,6.8,2013,0.0,169038.263171393,169038.263171393
8867,0.317299,Lukas Moodysson,5.9,2000,0.0,0.0,0.0
7724,0.197104,Dan Reed,4.8,2007,0.0,0.0,0.0
1118,0.198531,Mike Disa,4.9,2014,0.0,0.0,0.0
2235,0.260669,Mike Disa,5.7,2010,2500000.0,0.0,-2500000.0
2329,0.155075,Mike Disa,6.0,2010,0.0,0.0,0.0
3566,0.566856,Mike Disa,4.9,2011,29081941.2777441,13108034.5648566,-15973906.7128875
8939,0.211821,Damiano Damiani,5.7,1982,0.0,28324204.0014199,28324204.0014199
310,0.393642,Dave Parker,5.3,2015,0.0,0.0,0.0
1763,0.168316,Dave Parker,4.6,2009,0.0,0.0,0.0
3516,0.780354,Nicole Kassell,6.2,2011,0.0,1257248.18916445,1257248.18916445
7209,0.18495,Nicole Kassell,6.4,2004,0.0,5400963.13070815,5400963.13070815
1338,0.75125,Sam Wanamaker,5.9,1977,12592233.6139962,57564496.5211256,44972262.9071294
2396,0.00664,B.A. Brooks,4.1,2010,5000.0,0.0,-5000.0
7138,0.376049,Scott Ziehl,4.3,2004,0.0,0.0,0.0
2703,0.65309,Paddy Breathnach,5.4,2001,0.0,785404.944695715,785404.944695715
3274,0.152386,Paddy Breathnach,4.8,2008,0.0,0.0,0.0
7734,0.170069,Paddy Breathnach,4.6,2007,0.0,5164409.97869424,5164409.97869424
8762,0.623706,Edward Norton,5.7,2000,37988763.4302941,46898399.8119809,8909636.381686807
1273,0.064238,Des Doyle,6.3,2014,0.0,0.0,0.0
7751,0.149692,Zhang Yimou,7.4,2007,0.0,0.0,0.0
7934,0.368967,Hugh Hudson,6.2,1984,0.0,96259051.5940335,96259051.5940335
8387,0.6599,Hugh Hudson,6.6,1981,13190049.4267124,141428276.108503,128238226.68179062
8822,0.198014,Hugh Hudson,5.0,2000,43053931.8876667,0.0,-43053931.8876667
5106,0.351678,C. Jay Cox,6.4,2003,1007549.74806514,971916.862210341,-35632.88585479895
1049,0.275803,Luke Matheny,4.9,2014,0.0,0.0,0.0
1204,0.119415,David Wain,5.2,2014,0.0,0.0,0.0
2794,0.274314,David Wain,6.5,2001,6157440.58346921,363542.680976722,-5793897.902492488
2937,1.103468,David Wain,6.3,2008,28358025.7466566,93562168.0845004,65204142.337843806
4449,1.055188,David Wain,5.2,2012,33241049.8473286,22945759.1543476,-10295290.692981001
7695,0.231155,David Wain,4.8,2007,0.0,0.0,0.0
2357,0.104635,Javier Mariscal,6.4,2010,0.0,0.0,0.0
1979,1.202845,Alan Poul,5.7,2010,35000000.0,77477008.0,42477008.0
7253,0.077303,Chris Stokes,5.1,2004,0.0,0.0,0.0
3620,0.434672,J.T. Tepnapa,5.9,2011,484699.021295736,0.0,-484699.021295736
2962,0.885215,Marco Schnabel,4.5,2008,62792771.2961683,42353789.0576101,-20438982.238558196
2183,0.345663,Fernando Barreda Luna,4.8,2010,0.0,0.0,0.0
3300,0.117631,Luc Dardenne,6.3,2008,0.0,0.0,0.0
4153,0.13582,Luc Dardenne,5.6,2002,0.0,0.0,0.0
7751,0.149692,Luc Dardenne,7.4,2007,0.0,0.0,0.0
5681,0.438324,Stacie Passon,5.2,2013,0.0,0.0,0.0
8482,1.049888,Jean-Claude Van Damme,5.1,1996,41706502.1688076,79799201.2648748,38092699.0960672
9196,0.94235,Jean-Claude Van Damme,6.2,1989,2638477.40856488,25851810.4440434,23213333.03547852
5669,0.466871,Farren Blackburn,4.3,2013,0.0,599.997379106612,599.997379106612
203,0.69957,James Vanderbilt,6.4,2015,8831996.11392171,2338228.65117939,-6493767.462742319
3959,1.04058799999999,Lorna Cook,7.1,2002,96980911.4896437,148579046.595206,51598135.1055623
2136,0.460154,Markus Goller,7.0,2010,0.0,0.0,0.0
1881,0.115707,Ron Daniels,5.6,2009,0.0,0.0,0.0
4371,3.626741,Mark Andrews,6.6,2012,175702692.050165,511896218.593143,336193526.542978
6374,0.392879,Mark Andrews,7.1,2005,0.0,0.0,0.0
564,0.093212,Paul Thomas Anderson,7.3,2015,0.0,0.0,0.0
698,2.160156,Paul Thomas Anderson,6.3,2014,18421821.0154291,10234219.6378454,-8187601.377583697
2469,0.682531,Paul Thomas Anderson,7.3,1999,48434955.3239899,63425970.6397773,14991015.315787405
3990,0.74198,Paul Thomas Anderson,6.9,2002,30306534.8405136,20608443.6915493,-9698091.148964297
4444,1.106899,Paul Thomas Anderson,6.8,2012,30391817.0032718,26837930.8871086,-3553886.116163198
5279,0.778274,Paul Thomas Anderson,7.3,1997,20376904.8160814,58551805.2239591,38174900.4078777
7407,2.04262,Paul Thomas Anderson,7.8,2007,26291714.5657886,80117737.4528313,53826022.8870427
8612,0.392776,Paul Thomas Anderson,6.6,1996,4170650.21688076,309405.247206255,-3861244.9696745053
6180,0.221195,Lisa Gottlieb,6.1,1985,23312409.6010638,0.0,-23312409.6010638
3535,0.682356,Alex Gregory,6.0,2011,0.0,0.0,0.0
276,0.444265,Tyler Gillett,6.0,2015,0.0,0.0,0.0
1042,0.283225,Tyler Gillett,4.5,2014,6447637.35540021,33559008.3165311,27111370.961130887
4558,0.493944,Tyler Gillett,5.8,2012,0.0,95302.0899122911,95302.0899122911
10855,0.141026,Alan Rafkin,6.1,1966,4702610.28460869,0.0,-4702610.28460869
1936,2.162441,Florian Henckel von Donnersmarck,6.0,2010,100000000.0,278346189.0,178346189.0
8233,0.118215,Desmond Nakano,5.0,1995,11447734.9368557,0.0,-11447734.9368557
8171,0.405307,Marc Rocco,6.7,1995,0.0,24872983.0879749,24872983.0879749
9266,0.126762,Marc Rocco,5.5,1989,0.0,0.0,0.0
3335,0.210293,Amardeep Kaleka,4.9,2008,0.0,0.0,0.0
3136,0.233961,Mike Maguire,6.0,2008,0.0,0.0,0.0
58,2.557859,Tom Hooper,7.3,2015,13799993.9280026,59056175.1752829,45256181.2472803
1877,0.287231,Tom Hooper,7.1,2009,10164004.3412495,0.0,-10164004.3412495
1966,1.385499,Tom Hooper,7.4,2010,15000000.0,414211549.0,399211549.0
3356,0.13654,Tom Hooper,6.6,2008,0.0,0.0,0.0
4409,1.608797,Tom Hooper,7.0,2012,57934401.162487,419606302.503051,361671901.340564
6481,0.270637,Tom Hooper,6.7,2005,0.0,0.0,0.0
2233,0.265649,Catherine Cyran,5.8,2010,2500000.0,0.0,-2500000.0
3138,0.337577,Catherine Cyran,5.1,2008,0.0,0.0,0.0
6888,0.150038,Catherine Cyran,4.8,2006,0.0,0.0,0.0
3424,1.425344,Stephen Anderson,6.8,2011,29081941.2777441,14017495.6958726,-15064445.5818715
49,2.885126,Yorgos Lanthimos,6.6,2015,3679998.38080071,8339346.45068756,4659348.06988685
622,0.019133,Nelson George,6.0,2015,0.0,0.0,0.0
6071,0.004323,Colin McGuire,7.5,2013,468.016676370212,0.0,-468.016676370212
7673,0.260213,Aleksey Balabanov,6.9,2007,0.0,127387.563745576,127387.563745576
8875,0.066233,Aleksey Balabanov,7.4,2000,1899438.1715147,0.0,-1899438.1715147
1377,0.112001,Peter Yates,5.7,1977,0.0,0.0,0.0
7854,0.307429,Peter Yates,7.2,1979,6910474.20575366,60091080.0500318,53180605.84427814
8031,0.31152,Peter Yates,5.8,1983,59.1114239394699,0.0,-59.1114239394699
9278,0.231985,Peter Yates,7.0,1989,0.0,35263433.4999033,35263433.4999033
9662,0.457831,Peter Yates,6.0,1987,0.0,0.0,0.0
9724,0.786853999999999,Peter Yates,6.7,1968,34479299.8821434,265182633.716993,230703333.8348496
10632,0.272663,Peter Yates,6.9,1973,0.0,0.0,0.0
664,3.393741,David Robert Mitchell,6.6,2014,1842182.10154291,12434729.1854147,10592547.08387179
2217,0.289022,David Robert Mitchell,6.3,2010,0.0,0.0,0.0
6000,0.085503,Daric Gates,3.3,2013,936033.352740424,0.0,-936033.352740424
1325,0.032049,Marina Rice Bader,4.2,2014,0.0,0.0,0.0
9867,0.235542,Mario Monicelli,6.5,1962,908.264558723989,0.0,-908.264558723989
2324,0.15835,Howard J. Ford,5.3,2010,0.0,0.0,0.0
10316,0.396185,John Power,4.9,1993,18.1136395403845,0.0,-18.1136395403845
5850,0.224842,Brendan Maher,4.9,2013,0.0,0.0,0.0
4898,0.248698,Matthew Cooke,6.5,2012,0.0,0.0,0.0
8449,0.064153,Ed Hunt,6.0,1981,0.0,0.0,0.0
8946,0.176427,Terry Hughes,6.2,1982,0.0,0.0,0.0
9414,0.221139,Terry Hughes,5.9,1991,0.0,0.0,0.0
242,0.532205,Chris Lofing,5.0,2015,91999.9595200178,39251239.9294544,39159239.96993438
1856,0.060334,Andrew Thomas Hunt	,4.7,2009,0.0,0.0,0.0
2203,0.312322,Julie Bertuccelli,6.7,2010,0.0,0.0,0.0
9575,0.119393,William Wesley,6.0,1988,783653.684813381,0.0,-783653.684813381
4028,0.507987,Ed Decter,5.8,2002,15759398.1170671,0.0,-15759398.1170671
7275,0.450264,Douglas Trumbull,6.1,1972,5214560.93136229,0.0,-5214560.93136229
8050,0.254523,Douglas Trumbull,6.2,1983,32839679.9663721,22373586.3886094,-10466093.5777627
679,2.692691,Daniel Barnz,6.1,2014,6447637.35540021,2174033.70640591,-4273603.6489943005
3358,0.028143,Daniel Barnz,6.9,2008,0.0,0.0,0.0
3470,1.029084,Daniel Barnz,6.0,2011,16479766.724055,41844620.0347432,25364853.310688198
4528,0.582429,Daniel Barnz,5.2,2012,0.0,5043668.29231229,5043668.29231229
2674,0.993311,Darrell Rooney,5.8,2001,0.0,0.0,0.0
6995,1.557067,Darrell Rooney,5.9,2004,0.0,0.0,0.0
8975,2.090322,Darrell Rooney,6.6,1998,0.0,0.0,0.0
7237,0.0533,Rowdy Herrington,5.9,2004,0.0,0.0,0.0
8328,0.291459,Rowdy Herrington,5.1,1992,0.0,13.9862182913006,13.9862182913006
9173,0.093771,Rowdy Herrington,6.0,1998,0.0,0.0,0.0
9276,0.240681,Rowdy Herrington,6.3,1989,26384774.0856488,52857546.6698281,26472772.5841793
10273,0.636582,Rowdy Herrington,5.3,1993,45.2840988509612,0.0,-45.2840988509612
9421,0.206,Fax Bahr,7.8,1991,0.0,0.0,0.0
6084,1.746063,George Ogilvie,5.8,1985,24945338.4809836,73444670.0229779,48499331.5419943
1508,0.710966,Neil Jordan,6.2,2009,12196805.2094994,1671729.69602918,-10525075.51347022
2493,0.498365,Neil Jordan,6.1,1999,30108215.4716694,14174183.3571995,-15934032.114469899
2601,0.145004,Neil Jordan,4.7,1999,0.0,0.0,0.0
4184,2.06444,Neil Jordan,7.0,1994,88266693.6958897,329035590.74912,240768897.0532303
4487,0.743538,Neil Jordan,5.7,2012,0.0,84752.3304350303,84752.3304350303
5139,0.347234,Neil Jordan,6.2,2003,0.0,0.0,0.0
5361,0.303573,Neil Jordan,6.5,1997,0.0,0.0,0.0
6317,0.58623,Neil Jordan,6.8,2005,0.0,0.0,0.0
7440,1.196636,Neil Jordan,6.3,2007,73616800.7842082,73371361.3187251,-245439.46548309922
7986,0.064133,Neil Jordan,6.6,1984,4198084.0783883,0.0,-4198084.0783883
8304,0.420957,Neil Jordan,6.7,1992,5758495.92830105,97202580.7369991,91444084.80869804
8602,0.317794,Neil Jordan,6.1,1996,38926068.6908871,23494662.8884282,-15431405.802458901
9208,0.580577999999999,Neil Jordan,5.3,1989,35179698.7808651,0.0,-35179698.7808651
9516,0.349522,Neil Jordan,5.9,1988,0.0,13644356.5686958,13644356.5686958
10534,0.375434,Neil Jordan,6.4,1986,0.0,0.0,0.0
569,0.088764,Alex Pillai,5.3,2015,0.0,0.0,0.0
79,2.080935,Eli Roth,4.8,2015,2299998.98800044,4796917.44935632,2496918.4613558804
789,0.890965,Eli Roth,4.8,2014,4605455.25385729,6294225.03543897,1688769.7815816794
5054,0.505814,Eli Roth,5.3,2003,1778028.96717379,36216546.3849826,34438517.41780881
6245,1.056592,Eli Roth,5.7,2005,5359503.79034157,89971479.6238923,84611975.83355074
7471,0.906938,Eli Roth,6.5,2007,70461795.0363136,26331569.6500646,-44130225.38624899
7476,0.874887,Eli Roth,5.6,2007,10727019.5428417,37459931.1640845,26732911.6212428
7898,0.82288,Leonard Nimoy,6.1,1984,37782756.7054947,182616657.409891,144833900.7043963
9646,0.380326,Leonard Nimoy,6.1,1987,21109884.8187111,322405513.594861,301295628.77614987
10487,0.971594,Leonard Nimoy,6.6,1986,47745753.8606918,264591052.644667,216845298.78397518
3245,0.188351,Tom Putnam,3.2,2008,0.0,0.0,0.0
1252,0.067359,Marco Polo Constandse,6.7,2014,0.0,0.0,0.0
6756,0.463068,David Von Ancken,5.8,2006,19470044.8492483,1294008.38574831,-18176036.463499993
718,1.737699,Xavier Dolan,8.0,2014,4513346.14878015,3218356.60776903,-1294989.5410111202
4551,0.516461,Xavier Dolan,7.5,2012,9022570.67284633,0.0,-9022570.67284633
2152,0.609668999999999,Colin Levy,7.6,2010,550000.0,0.0,-550000.0
6095,0.898411,Mark L. Lester,6.3,1985,20271660.5226642,116562048.005319,96290387.4826548
7963,0.21068,Mark L. Lester,5.9,1984,0.0,0.0,0.0
8931,0.323363,Mark L. Lester,6.4,1982,9716462.33097027,0.0,-9716462.33097027
9358,0.449397,Mark L. Lester,5.4,1991,12808742.7354415,3643378.02410413,-9165364.71133737
10053,0.308999,Mark L. Lester,6.4,1990,0.0,0.0,0.0
10572,0.203663,Mark L. Lester,5.1,1986,23872876.9303459,31722147.5642205,7849270.633874599
2426,1.43163,Kimberly Peirce,7.0,1999,2618105.69318864,15107264.4447763,12489158.751587661
2998,0.68078,Kimberly Peirce,6.1,2008,25319665.8452291,11350431.4673617,-13969234.3778674
5486,1.412233,Kimberly Peirce,5.8,2013,28081000.5822127,77123801.6433001,49042801.0610874
1896,0.135759,FranÃ§ois Alaux,7.2,2009,0.0,0.0,0.0
4523,0.592542,FranÃ§ois Alaux,7.4,2012,0.0,0.0,0.0
4462,0.948869,Nick Ormerod,5.1,2012,8547698.53217021,7885974.65132513,-661723.8808450801
2325,0.157333,Eric Forsberg,2.8,2010,0.0,0.0,0.0
7593,0.420802,Jonah Markowitz,7.6,2007,0.0,0.0,0.0
562,0.096299,T.C. Christensen,5.1,2015,0.0,0.0,0.0
5769,0.313754,Bruno Forzani,4.5,2013,0.0,20274.4824203576,20274.4824203576
317,0.712889999999999,William Lau,7.0,2015,0.0,0.0,0.0
1643,0.391867,William Lau,6.1,2009,0.0,0.0,0.0
2116,0.514385,William Lau,6.5,2010,0.0,0.0,0.0
3103,0.397358,William Lau,7.0,2008,0.0,4554412.36701605,4554412.36701605
3538,0.664022999999999,William Lau,5.4,2011,0.0,0.0,0.0
5757,0.328083,William Lau,6.3,2013,0.0,0.0,0.0
6711,0.523882,William Lau,6.3,2006,0.0,0.0,0.0
7022,1.075536,William Lau,6.8,2004,0.0,0.0,0.0
7655,0.289096,William Lau,6.3,2007,0.0,0.0,0.0
1475,0.884343,Joel Coen,6.4,2009,7114803.03887467,31945805.1222922,24831002.083417527
1939,2.100704,Joel Coen,7.0,2010,38000000.0,252276927.0,214276927.0
2748,0.438395,Joel Coen,7.1,2001,0.0,0.0,0.0
2919,1.435434,Joel Coen,6.3,2008,37473105.4509392,165813497.569514,128340392.1185748
4246,0.525319,Joel Coen,7.0,1994,44133346.8479448,0.0,-44133346.8479448
5048,0.548852999999999,Joel Coen,5.7,2003,71121158.6869516,142172162.277621,71051003.59066941
5453,2.070019,Joel Coen,7.1,2013,10296366.8801446,30828557.0671454,20532190.1870008
7120,0.428843,Joel Coen,5.8,2004,0.0,0.0,0.0
7391,2.730114,Joel Coen,7.6,2007,26291714.5657886,180466328.779573,154174614.2137844
7751,0.149692,Joel Coen,7.4,2007,0.0,0.0,0.0
7919,0.538135,Joel Coen,7.0,1984,3148563.05879122,0.0,-3148563.05879122
8460,2.775756,Joel Coen,7.6,1996,9731517.17272177,84263782.2264404,74532265.05371863
8683,1.161107,Joel Coen,7.2,2000,32923594.9729216,89906740.1183628,56983145.145441204
